Transaction Amount,Quantity,Customer Age,Is Fraudulent,Account Age Days,Transaction Hour,Txn_Month,Txn_DayOfWeek,Txn_IsWeekend,Txn_DayOfMonth,Amount_Per_Qty,Addr_Match,User_Txn_Count,User_Avg_Amount,User_Avg_Age,Amt_UserRatio,Location_Freq,Payment Method_bank transfer,Payment Method_credit card,Payment Method_debit card,Product Category_electronics,Product Category_health & beauty,Product Category_home & garden,Product Category_toys & games,Device Used_mobile,Device Used_tablet
60.61,2,34.0,0,107,4,3,3,0,21,30.3,1,1,60.61,34.0,1.0,0.0001,0,1,0,0,0,0,0,0,1
334.32,2,41.0,0,178,10,2,2,0,21,167.16,1,1,334.32,41.0,1.0,0.0,0,0,0,1,0,0,0,0,1
294.38,5,35.0,0,181,20,1,6,1,28,58.88,0,1,294.38,35.0,1.0,0.0,0,0,0,0,0,0,1,1,0
24.95,1,44.0,0,297,14,1,3,0,4,24.95,1,1,24.95,44.0,1.0,0.0002,1,0,0,0,0,0,0,0,0
136.0,2,48.0,0,298,2,2,1,0,27,68.0,1,1,136.0,48.0,1.0,0.0,0,0,0,0,1,0,0,1,0
177.83,2,46.0,0,145,0,3,6,1,17,88.92,1,1,177.83,46.0,1.0,0.0,0,0,1,0,0,0,0,1,0
69.71,2,45.0,0,31,3,2,3,0,1,34.85,1,1,69.71,45.0,1.0,0.0,1,0,0,0,0,0,0,0,0
260.74,4,34.0,0,20,1,1,2,0,31,65.18,1,1,260.74,34.0,1.0,0.0,0,1,0,0,0,0,0,0,1
460.28,3,41.0,0,206,7,3,2,0,27,153.43,1,1,460.28,41.0,1.0,0.0001,0,1,0,0,0,1,0,0,0
134.8,5,41.0,0,322,2,3,5,1,9,26.96,1,1,134.8,41.0,1.0,0.0,0,0,0,0,1,0,0,1,0
131.83,2,36.0,0,221,6,3,1,0,26,65.92,1,1,131.83,36.0,1.0,0.0003,1,0,0,0,0,1,0,1,0
53.03,2,40.0,0,250,8,3,4,0,22,26.52,1,1,53.03,40.0,1.0,0.0,0,0,1,0,0,1,0,0,1
46.08,5,43.0,0,190,20,4,3,0,4,9.22,1,1,46.08,43.0,1.0,0.0,0,0,0,0,0,0,1,1,0
636.71375,3,33.0,0,73,11,3,1,0,12,212.24,1,1,636.71,33.0,1.0,0.0001,0,0,1,1,0,0,0,0,1
403.06,1,41.0,0,317,1,2,6,1,4,403.06,1,1,403.06,41.0,1.0,0.0001,0,0,1,1,0,0,0,0,0
629.42,1,51.0,0,114,23,3,5,1,30,629.42,0,1,629.42,51.0,1.0,0.0003,1,0,0,0,0,0,0,1,0
164.76,1,19.0,0,64,5,3,6,1,17,164.76,1,1,164.76,19.0,1.0,0.0,0,1,0,0,1,0,0,1,0
114.9,3,26.0,1,5,2,1,5,1,13,38.3,1,1,114.9,26.0,1.0,0.0,0,0,1,1,0,0,0,0,0
12.15,2,22.0,0,233,18,1,1,0,23,6.08,1,1,12.15,22.0,1.0,0.0001,0,0,1,0,0,0,1,0,1
71.07,1,42.0,0,30,12,1,6,1,21,71.07,1,1,71.07,42.0,1.0,0.0,0,0,1,0,1,0,0,0,1
101.98,2,35.0,0,336,19,2,3,0,8,50.99,1,1,101.98,35.0,1.0,0.0,0,1,0,1,0,0,0,0,0
214.99,1,41.0,0,255,2,3,0,0,18,214.99,1,1,214.99,41.0,1.0,0.0001,1,0,0,0,0,1,0,1,0
106.44,1,21.0,0,54,7,3,5,1,23,106.44,1,1,106.44,21.0,1.0,0.0013,0,0,0,1,0,0,0,0,0
75.7,4,39.0,0,226,11,2,6,1,18,18.92,1,1,75.7,39.0,1.0,0.0001,0,0,1,0,0,0,0,1,0
295.79,5,31.0,0,232,21,1,0,0,22,59.16,1,1,295.79,31.0,1.0,0.0,0,0,0,0,1,0,0,0,0
620.2,1,36.0,1,246,3,2,6,1,4,620.2,1,1,620.2,36.0,1.0,0.0003,0,1,0,0,1,0,0,1,0
148.88,5,40.0,0,137,1,1,1,0,2,29.78,1,1,148.88,40.0,1.0,0.0001,0,1,0,0,0,1,0,1,0
44.73,1,38.0,0,5,2,2,3,0,8,44.73,1,1,44.73,38.0,1.0,0.0002,0,0,1,0,0,0,1,1,0
121.93,4,38.0,0,215,4,3,2,0,20,30.48,1,1,121.93,38.0,1.0,0.0008,0,0,0,1,0,0,0,0,1
343.59,1,26.0,0,311,14,4,5,1,6,343.59,1,1,343.59,26.0,1.0,0.0001,0,1,0,0,0,1,0,1,0
91.69,1,39.0,0,233,8,2,2,0,14,91.69,1,1,91.69,39.0,1.0,0.0001,0,0,0,0,0,1,0,1,0
636.71375,3,21.0,0,153,16,3,4,0,8,212.24,1,1,636.71,21.0,1.0,0.0,1,0,0,0,0,0,1,1,0
79.07,1,31.0,0,364,2,2,4,0,2,79.07,1,1,79.07,31.0,1.0,0.0001,0,0,0,0,0,1,0,0,1
171.67,2,27.0,0,15,13,2,1,0,20,85.84,1,1,171.67,27.0,1.0,0.0,0,1,0,1,0,0,0,0,1
422.8,3,36.0,0,66,4,3,4,0,29,140.93,1,1,422.8,36.0,1.0,0.0001,0,0,1,0,1,0,0,0,1
23.33,5,40.0,0,318,21,2,1,0,20,4.67,0,1,23.33,40.0,1.0,0.0,0,0,1,1,0,0,0,0,0
42.7,5,33.0,0,20,16,2,6,1,11,8.54,1,1,42.7,33.0,1.0,0.0001,1,0,0,1,0,0,0,1,0
89.18,4,53.0,0,191,16,1,5,1,6,22.3,1,1,89.18,53.0,1.0,0.0,1,0,0,0,1,0,0,0,1
93.26,3,38.0,0,16,21,3,6,1,24,31.09,0,1,93.26,38.0,1.0,0.0001,0,1,0,0,0,1,0,1,0
129.5,4,30.0,1,53,4,3,6,1,10,32.38,1,1,129.5,30.0,1.0,0.0001,1,0,0,0,0,1,0,0,1
19.74,2,25.0,0,108,11,1,6,1,28,9.87,1,1,19.74,25.0,1.0,0.0003,0,0,0,0,0,0,0,1,0
188.56,2,62.0,0,313,23,1,6,1,21,94.28,1,1,188.56,62.0,1.0,0.0003,0,1,0,0,1,0,0,1,0
162.74,5,40.0,0,160,6,4,0,0,1,32.55,1,1,162.74,40.0,1.0,0.0002,0,0,0,0,0,0,0,0,0
246.96,2,41.0,0,254,3,3,3,0,7,123.48,0,1,246.96,41.0,1.0,0.0,1,0,0,0,0,0,1,1,0
504.75,3,35.0,0,106,18,3,2,0,6,168.25,1,1,504.75,35.0,1.0,0.0001,1,0,0,0,0,0,0,0,0
154.09,1,32.0,0,50,0,3,2,0,27,154.09,0,1,154.09,32.0,1.0,0.0,0,0,1,1,0,0,0,1,0
49.88,1,32.0,0,101,14,1,0,0,15,49.88,1,1,49.88,32.0,1.0,0.0,0,0,0,0,1,0,0,0,1
495.44,5,46.0,0,230,5,1,5,1,27,99.09,1,1,495.44,46.0,1.0,0.0,1,0,0,0,1,0,0,0,0
212.36,5,38.0,1,28,15,3,0,0,11,42.47,1,1,212.36,38.0,1.0,0.0,0,0,0,0,0,0,1,1,0
25.96,3,37.0,0,232,3,4,6,1,7,8.65,1,1,25.96,37.0,1.0,0.0002,0,1,0,0,0,0,1,1,0
157.27,4,17.0,0,270,10,3,4,0,22,39.32,1,1,157.27,17.0,1.0,0.0001,0,0,1,0,0,1,0,1,0
246.59,2,24.0,0,318,15,1,0,0,8,123.3,0,1,246.59,24.0,1.0,0.0005,0,1,0,1,0,0,0,0,0
39.7,1,41.0,0,228,13,1,5,1,27,39.7,1,1,39.7,41.0,1.0,0.0001,0,0,0,0,0,0,0,1,0
50.67,4,21.0,0,344,19,3,5,1,30,12.67,1,1,50.67,21.0,1.0,0.0001,0,0,1,1,0,0,0,0,0
62.69,3,49.0,0,283,0,3,1,0,5,20.9,1,1,62.69,49.0,1.0,0.0003,1,0,0,0,0,1,0,0,0
56.27,5,43.0,0,87,8,1,4,0,19,11.25,0,1,56.27,43.0,1.0,0.0,0,0,1,0,0,0,0,1,0
71.58,3,49.0,0,242,2,1,0,0,15,23.86,1,1,71.58,49.0,1.0,0.0002,0,0,1,0,0,1,0,0,1
221.04,2,21.0,0,263,23,1,6,1,28,110.52,1,1,221.04,21.0,1.0,0.0,0,1,0,0,0,1,0,0,0
22.74,4,35.0,0,13,13,1,0,0,1,5.68,1,1,22.74,35.0,1.0,0.0001,0,1,0,0,0,1,0,1,0
101.66,1,40.0,0,126,15,2,1,0,13,101.66,1,1,101.66,40.0,1.0,0.0,0,0,1,0,1,0,0,1,0
22.78,3,35.0,0,294,18,3,3,0,14,7.59,1,1,22.78,35.0,1.0,0.0002,0,0,0,0,0,1,0,1,0
259.84,5,46.0,0,171,9,2,5,1,17,51.97,1,1,259.84,46.0,1.0,0.0,0,0,1,0,0,0,0,0,1
30.73,3,42.0,0,150,7,1,4,0,5,10.24,1,1,30.73,42.0,1.0,0.0003,0,0,0,0,0,0,0,1,0
270.76,3,31.0,0,303,23,3,2,0,27,90.25,1,1,270.76,31.0,1.0,0.0,1,0,0,0,0,0,1,0,1
324.19,4,23.0,0,360,21,1,3,0,18,81.05,0,1,324.19,23.0,1.0,0.0,1,0,0,1,0,0,0,1,0
380.63,1,25.0,0,73,6,1,3,0,25,380.63,1,1,380.63,25.0,1.0,0.0001,0,1,0,0,0,0,0,0,0
636.71375,3,31.0,0,105,13,2,3,0,15,212.24,1,1,636.71,31.0,1.0,0.0,0,1,0,0,0,0,0,0,0
86.01,3,45.0,0,258,7,1,1,0,16,28.67,1,1,86.01,45.0,1.0,0.0001,1,0,0,0,0,0,0,0,1
636.71375,4,34.0,0,118,5,3,4,0,1,159.18,1,1,636.71,34.0,1.0,0.0,0,1,0,1,0,0,0,0,0
462.77,2,38.0,0,141,4,1,4,0,5,231.38,1,1,462.77,38.0,1.0,0.0001,0,0,0,0,1,0,0,0,1
299.42,4,29.0,0,339,9,4,4,0,5,74.86,1,1,299.42,29.0,1.0,0.0005,0,1,0,1,0,0,0,0,0
247.25,5,25.0,1,46,17,3,6,1,17,49.45,1,1,247.25,25.0,1.0,0.0003,0,0,0,0,0,0,1,1,0
321.53,4,29.0,0,97,23,2,3,0,15,80.38,1,1,321.53,29.0,1.0,0.0,0,1,0,0,0,0,0,0,0
333.18,2,25.0,0,353,6,3,0,0,4,166.59,1,1,333.18,25.0,1.0,0.0001,1,0,0,1,0,0,0,0,1
219.58,5,44.0,0,281,23,3,1,0,12,43.92,1,1,219.58,44.0,1.0,0.0,1,0,0,1,0,0,0,1,0
101.02,4,20.0,0,288,2,3,5,1,16,25.26,1,1,101.02,20.0,1.0,0.0,1,0,0,1,0,0,0,0,1
36.94,1,29.0,0,79,11,2,0,0,19,36.94,0,1,36.94,29.0,1.0,0.0,0,0,0,1,0,0,0,0,0
84.38,5,30.0,0,350,0,4,2,0,3,16.88,1,1,84.38,30.0,1.0,0.0001,1,0,0,0,0,0,0,0,1
158.93,5,43.0,0,278,21,2,0,0,26,31.79,1,1,158.93,43.0,1.0,0.0001,0,1,0,0,0,0,0,0,0
235.43,1,37.0,0,60,14,3,1,0,12,235.43,0,1,235.43,37.0,1.0,0.0001,0,0,0,1,0,0,0,0,1
270.12,3,40.0,0,251,16,4,3,0,4,90.04,1,1,270.12,40.0,1.0,0.0,0,1,0,0,0,0,1,1,0
17.3,4,30.0,0,22,8,4,5,1,6,4.32,1,1,17.3,30.0,1.0,0.0,0,1,0,0,0,0,1,1,0
42.59,1,40.0,0,7,7,1,6,1,14,42.59,1,1,42.59,40.0,1.0,0.0,0,0,0,0,1,0,0,0,1
72.25,1,50.0,0,55,11,1,0,0,1,72.25,1,1,72.25,50.0,1.0,0.0,0,0,1,1,0,0,0,0,0
24.18,3,24.0,0,226,17,3,6,1,3,8.06,1,1,24.18,24.0,1.0,0.0,0,0,1,0,0,1,0,0,0
20.28,1,25.0,0,58,12,1,1,0,9,20.28,1,1,20.28,25.0,1.0,0.0,0,0,1,0,1,0,0,0,0
128.47,5,39.0,0,181,11,1,3,0,18,25.69,1,1,128.47,39.0,1.0,0.001,0,0,0,0,0,1,0,1,0
218.19,3,27.0,0,76,7,3,4,0,22,72.73,1,1,218.19,27.0,1.0,0.0003,0,0,1,0,1,0,0,1,0
194.38,4,14.0,0,343,22,2,5,1,3,48.6,1,1,194.38,14.0,1.0,0.0006,0,0,0,0,0,1,0,0,0
151.02,3,30.0,0,291,10,3,6,1,3,50.34,1,1,151.02,30.0,1.0,0.0002,1,0,0,0,0,1,0,1,0
302.7,2,21.0,0,258,11,2,1,0,27,151.35,1,1,302.7,21.0,1.0,0.0001,0,0,0,0,0,0,0,0,0
21.62,2,31.0,0,105,22,1,6,1,14,10.81,1,1,21.62,31.0,1.0,0.0003,0,0,0,0,0,0,0,1,0
41.37,1,36.0,0,320,8,3,5,1,30,41.37,1,1,41.37,36.0,1.0,0.0001,0,0,1,0,0,0,0,0,1
214.92,2,35.0,0,71,11,3,3,0,28,107.46,1,1,214.92,35.0,1.0,0.0,1,0,0,1,0,0,0,1,0
560.54,3,27.0,0,196,17,1,4,0,5,186.85,1,1,560.54,27.0,1.0,0.0,1,0,0,0,0,0,1,1,0
17.3,2,20.0,0,308,9,2,4,0,9,8.65,0,1,17.3,20.0,1.0,0.0001,1,0,0,1,0,0,0,1,0
18.78,1,46.0,0,271,6,1,6,1,14,18.78,1,1,18.78,46.0,1.0,0.0001,0,1,0,1,0,0,0,0,1
45.92,5,40.0,0,299,1,1,2,0,3,9.18,1,1,45.92,40.0,1.0,0.0002,0,0,0,0,1,0,0,0,1
69.14,4,45.0,0,234,15,1,3,0,11,17.28,1,1,69.14,45.0,1.0,0.0003,0,0,1,0,1,0,0,0,1
109.41,2,33.0,0,22,12,3,1,0,12,54.7,1,1,109.41,33.0,1.0,0.0001,0,1,0,0,1,0,0,1,0
289.91,4,42.0,0,137,12,1,5,1,27,72.48,1,1,289.91,42.0,1.0,0.0004,0,1,0,1,0,0,0,1,0
238.25,3,26.0,0,111,1,4,5,1,6,79.42,1,1,238.25,26.0,1.0,0.0001,0,0,0,0,0,1,0,1,0
145.01,4,29.0,0,356,7,2,3,0,1,36.25,0,1,145.01,29.0,1.0,0.0006,0,0,0,0,0,1,0,0,1
636.71375,4,35.0,0,293,11,2,0,0,5,159.18,1,1,636.71,35.0,1.0,0.0001,0,0,0,0,0,0,1,1,0
398.87,2,38.0,0,255,10,2,5,1,24,199.44,1,1,398.87,38.0,1.0,0.0001,0,1,0,0,1,0,0,0,1
42.36,5,30.0,0,357,12,2,5,1,24,8.47,1,1,42.36,30.0,1.0,0.0001,0,1,0,0,0,0,0,0,1
176.88,1,41.0,0,350,23,3,4,0,8,176.88,1,1,176.88,41.0,1.0,0.0003,1,0,0,0,0,0,0,1,0
636.71375,4,41.0,0,227,17,3,4,0,1,159.18,1,1,636.71,41.0,1.0,0.0,0,1,0,0,0,1,0,0,1
94.55,5,30.0,0,114,8,2,3,0,22,18.91,1,1,94.55,30.0,1.0,0.0,1,0,0,0,0,0,1,0,0
35.11,4,26.0,0,223,0,1,1,0,23,8.78,1,1,35.11,26.0,1.0,0.0001,0,0,0,0,0,0,0,1,0
144.39,2,25.0,0,263,7,2,6,1,18,72.19,1,1,144.39,25.0,1.0,0.0003,1,0,0,0,1,0,0,0,0
525.26,5,35.0,0,90,13,2,5,1,3,105.05,1,1,525.26,35.0,1.0,0.0001,0,1,0,0,0,0,0,0,1
111.27,1,43.0,0,214,5,3,5,1,30,111.27,1,1,111.27,43.0,1.0,0.0,1,0,0,0,0,0,1,0,1
518.49,4,29.0,1,20,12,2,5,1,10,129.62,1,1,518.49,29.0,1.0,0.0002,0,1,0,0,1,0,0,0,0
82.03,3,26.0,0,248,1,2,5,1,24,27.34,1,1,82.03,26.0,1.0,0.0001,1,0,0,0,0,1,0,0,0
32.53,1,48.0,0,71,23,1,4,0,26,32.53,1,1,32.53,48.0,1.0,0.0001,1,0,0,1,0,0,0,0,0
280.89,2,29.0,0,287,5,2,4,0,2,140.44,1,1,280.89,29.0,1.0,0.0,0,0,0,0,0,0,1,0,1
109.12,3,30.0,0,26,2,2,5,1,3,36.37,1,1,109.12,30.0,1.0,0.0003,0,1,0,0,1,0,0,0,1
252.54,5,52.0,0,258,20,3,0,0,25,50.51,0,1,252.54,52.0,1.0,0.0,1,0,0,0,0,1,0,1,0
503.43,5,30.0,0,44,23,1,2,0,31,100.69,1,1,503.43,30.0,1.0,0.0,0,0,1,1,0,0,0,0,0
190.63,2,29.0,0,354,18,3,4,0,29,95.32,1,1,190.63,29.0,1.0,0.0002,0,0,1,0,0,0,0,0,0
602.69,1,41.0,0,242,0,1,0,0,29,602.69,1,1,602.69,41.0,1.0,0.0,1,0,0,0,1,0,0,0,0
76.17,2,45.0,0,350,5,1,4,0,19,38.08,1,1,76.17,45.0,1.0,0.0,0,0,0,0,0,1,0,1,0
166.69,2,48.0,0,195,9,3,4,0,29,83.34,1,1,166.69,48.0,1.0,0.0,0,1,0,0,0,0,0,0,0
109.43,2,56.0,0,91,18,2,5,1,24,54.72,0,1,109.43,56.0,1.0,0.0,0,1,0,0,0,0,0,0,1
24.91,5,34.0,0,355,6,2,2,0,21,4.98,1,1,24.91,34.0,1.0,0.0003,0,0,1,0,0,1,0,0,1
182.1,4,42.0,0,266,13,3,6,1,31,45.52,1,1,182.1,42.0,1.0,0.0,1,0,0,0,0,0,0,1,0
636.71375,1,45.0,0,191,18,3,1,0,19,636.71,1,1,636.71,45.0,1.0,0.0008,0,0,0,0,1,0,0,1,0
55.17,4,39.0,0,306,5,2,1,0,6,13.79,1,1,55.17,39.0,1.0,0.0,0,1,0,0,0,0,0,0,1
612.96,3,23.0,0,216,1,2,6,1,18,204.32,1,1,612.96,23.0,1.0,0.0003,0,0,0,0,1,0,0,1,0
457.29,5,41.0,0,26,7,3,5,1,2,91.46,1,1,457.29,41.0,1.0,0.001,0,0,1,1,0,0,0,1,0
216.96,5,33.0,0,206,11,3,6,1,17,43.39,1,1,216.96,33.0,1.0,0.0,1,0,0,0,0,1,0,0,1
329.35,2,26.0,0,246,14,2,2,0,14,164.68,1,1,329.35,26.0,1.0,0.0,1,0,0,1,0,0,0,0,1
150.04,3,22.0,0,212,4,3,3,0,7,50.01,1,1,150.04,22.0,1.0,0.0,0,1,0,0,0,1,0,0,0
636.71375,1,23.0,0,65,2,3,4,0,22,636.71,1,1,636.71,23.0,1.0,0.0,1,0,0,0,0,0,1,1,0
277.01,5,33.0,0,114,4,2,5,1,17,55.4,1,1,277.01,33.0,1.0,0.0,0,0,1,0,0,0,1,0,0
145.13,1,37.0,0,320,14,2,4,0,16,145.13,1,1,145.13,37.0,1.0,0.0,0,0,1,0,0,0,0,0,0
399.17,4,35.0,0,315,20,2,0,0,5,99.79,1,1,399.17,35.0,1.0,0.0001,0,0,0,1,0,0,0,0,1
223.5,3,25.0,0,122,9,1,5,1,6,74.5,1,1,223.5,25.0,1.0,0.0001,0,0,1,0,0,0,1,0,1
636.71375,2,17.0,1,81,0,2,0,0,5,318.36,1,1,636.71,17.0,1.0,0.0,0,0,1,0,1,0,0,0,1
265.88,4,25.0,0,295,19,3,6,1,3,66.47,1,1,265.88,25.0,1.0,0.0001,0,1,0,1,0,0,0,0,0
54.84,5,52.0,0,236,14,2,5,1,17,10.97,1,1,54.84,52.0,1.0,0.0001,1,0,0,0,0,0,1,1,0
184.08,4,33.0,0,129,23,2,6,1,4,46.02,0,1,184.08,33.0,1.0,0.0001,0,0,0,0,0,1,0,0,0
154.43,3,45.0,0,308,3,4,1,0,2,51.48,1,1,154.43,45.0,1.0,0.0,0,1,0,0,0,1,0,1,0
92.48,3,42.0,0,25,12,3,3,0,21,30.83,1,1,92.48,42.0,1.0,0.0003,0,0,0,0,0,0,1,1,0
376.57,4,41.0,0,203,11,1,3,0,25,94.14,1,1,376.57,41.0,1.0,0.0001,0,0,0,0,0,1,0,0,1
560.63,2,41.0,0,343,11,3,3,0,7,280.32,1,1,560.63,41.0,1.0,0.0002,0,0,1,0,1,0,0,0,0
75.9,2,56.0,0,293,21,3,5,1,16,37.95,1,1,75.9,56.0,1.0,0.0002,0,1,0,1,0,0,0,1,0
28.82,2,39.0,0,136,6,3,4,0,1,14.41,1,1,28.82,39.0,1.0,0.0001,0,0,1,0,0,0,1,0,0
461.31,1,27.0,0,66,23,1,2,0,17,461.31,1,1,461.31,27.0,1.0,0.0,0,0,0,0,0,0,1,0,1
636.71375,5,31.0,1,234,5,1,0,0,1,127.34,1,1,636.71,31.0,1.0,0.0002,0,0,1,1,0,0,0,0,0
14.04,2,31.0,1,13,4,3,5,1,30,7.02,1,1,14.04,31.0,1.0,0.0,0,0,0,0,1,0,0,0,1
330.88,1,33.0,0,317,18,2,4,0,16,330.88,1,1,330.88,33.0,1.0,0.0,0,0,0,0,1,0,0,0,0
636.71375,1,38.0,0,185,12,2,4,0,16,636.71,1,1,636.71,38.0,1.0,0.0001,1,0,0,1,0,0,0,0,1
69.24,5,36.0,0,2,12,2,0,0,5,13.85,1,1,69.24,36.0,1.0,0.0,0,0,1,0,0,1,0,1,0
151.15,3,23.0,0,290,15,1,6,1,21,50.38,1,1,151.15,23.0,1.0,0.0,0,1,0,0,0,1,0,0,1
595.5,2,35.0,0,206,4,4,5,1,6,297.75,1,1,595.5,35.0,1.0,0.0001,0,1,0,0,0,0,1,0,0
174.0,5,29.0,0,198,22,3,0,0,25,34.8,1,1,174.0,29.0,1.0,0.0,0,1,0,0,1,0,0,0,0
30.47,4,50.0,0,84,2,1,0,0,22,7.62,1,1,30.47,50.0,1.0,0.0,1,0,0,0,0,1,0,1,0
247.14,1,24.0,0,256,2,4,3,0,4,247.14,1,1,247.14,24.0,1.0,0.0001,0,0,1,0,0,1,0,1,0
187.38,4,27.0,0,148,0,1,1,0,30,46.84,1,1,187.38,27.0,1.0,0.0001,0,0,1,1,0,0,0,0,1
130.16,3,44.0,0,158,11,1,4,0,5,43.39,1,1,130.16,44.0,1.0,0.0001,0,0,0,0,0,0,0,1,0
11.87,5,42.0,0,289,19,4,4,0,5,2.37,1,1,11.87,42.0,1.0,0.0001,0,1,0,0,0,0,1,0,0
75.01,3,23.0,0,272,1,1,4,0,26,25.0,1,1,75.01,23.0,1.0,0.0002,1,0,0,0,0,0,1,1,0
223.82,5,35.0,0,289,0,3,4,0,29,44.76,1,1,223.82,35.0,1.0,0.0,1,0,0,0,0,1,0,1,0
201.58,1,44.0,0,92,11,3,2,0,27,201.58,1,1,201.58,44.0,1.0,0.0,0,0,0,0,1,0,0,1,0
15.77,4,50.0,0,303,20,1,0,0,22,3.94,1,1,15.77,50.0,1.0,0.0003,0,0,1,0,0,0,0,0,1
182.97,5,53.0,0,143,17,4,4,0,5,36.59,1,1,182.97,53.0,1.0,0.0,0,0,0,0,0,1,0,1,0
69.84,1,44.0,0,53,4,1,6,1,14,69.84,1,1,69.84,44.0,1.0,0.0,1,0,0,0,0,0,0,0,1
636.71375,1,26.0,0,228,3,2,1,0,27,636.71,1,1,636.71,26.0,1.0,0.0001,0,1,0,0,1,0,0,0,1
101.76,3,39.0,0,315,5,3,5,1,16,33.92,0,1,101.76,39.0,1.0,0.0002,0,0,1,0,1,0,0,0,0
359.17,3,37.0,0,232,12,3,3,0,28,119.72,1,1,359.17,37.0,1.0,0.0,0,1,0,0,0,0,0,0,0
183.79,3,38.0,0,312,13,2,3,0,1,61.26,1,1,183.79,38.0,1.0,0.0,0,1,0,0,0,0,0,0,0
636.71375,4,33.0,1,29,9,3,4,0,22,159.18,1,1,636.71,33.0,1.0,0.0001,0,0,0,0,0,1,0,0,1
529.84,5,34.0,0,164,20,3,1,0,12,105.97,0,1,529.84,34.0,1.0,0.0004,0,1,0,0,0,0,0,1,0
252.95,2,21.0,0,179,8,3,3,0,14,126.48,0,1,252.95,21.0,1.0,0.0003,0,1,0,0,0,0,0,1,0
432.1,5,27.0,0,245,19,1,0,0,1,86.42,1,1,432.1,27.0,1.0,0.0,1,0,0,1,0,0,0,1,0
636.71375,2,34.0,0,82,22,1,0,0,1,318.36,1,1,636.71,34.0,1.0,0.0,0,1,0,0,0,0,1,1,0
116.95,5,57.0,0,284,3,1,3,0,25,23.39,0,1,116.95,57.0,1.0,0.0,0,0,1,0,0,0,1,0,1
79.63,3,37.0,0,103,2,3,3,0,28,26.54,1,1,79.63,37.0,1.0,0.0002,0,0,1,0,0,1,0,1,0
255.45,4,34.0,0,263,0,4,5,1,6,63.86,1,1,255.45,34.0,1.0,0.0,1,0,0,1,0,0,0,1,0
164.1,2,48.0,0,195,18,3,5,1,23,82.05,1,1,164.1,48.0,1.0,0.0001,0,0,1,0,1,0,0,0,0
251.86,1,33.0,0,19,2,3,4,0,22,251.86,1,1,251.86,33.0,1.0,0.0001,0,0,1,0,0,1,0,0,1
28.26,1,32.0,0,170,11,1,1,0,9,28.26,1,1,28.26,32.0,1.0,0.0001,1,0,0,1,0,0,0,0,0
42.66,4,22.0,0,71,15,4,5,1,6,10.66,1,1,42.66,22.0,1.0,0.0001,0,0,0,0,0,0,1,0,1
78.75,1,44.0,0,138,12,1,5,1,20,78.75,1,1,78.75,44.0,1.0,0.0001,0,0,0,0,0,1,0,1,0
11.42,4,44.0,0,342,5,3,6,1,24,2.86,1,1,11.42,44.0,1.0,0.0003,0,0,0,0,0,1,0,1,0
486.76,1,50.0,0,113,12,2,3,0,8,486.76,1,1,486.76,50.0,1.0,0.0002,0,1,0,0,1,0,0,1,0
636.71375,4,30.0,0,77,19,3,0,0,4,159.18,1,1,636.71,30.0,1.0,0.0,1,0,0,0,0,0,1,0,1
57.09,3,18.0,0,155,2,1,6,1,7,19.03,1,1,57.09,18.0,1.0,0.0001,0,1,0,1,0,0,0,0,1
106.21,1,36.0,0,340,13,3,1,0,12,106.21,1,1,106.21,36.0,1.0,0.0001,0,1,0,0,1,0,0,1,0
142.59,4,39.0,0,356,20,2,6,1,11,35.65,0,1,142.59,39.0,1.0,0.0,0,1,0,0,0,0,0,0,0
49.75,4,37.0,0,50,15,3,3,0,14,12.44,1,1,49.75,37.0,1.0,0.0001,0,0,0,0,0,1,0,0,0
541.95,2,42.0,0,348,22,1,4,0,12,270.98,1,1,541.95,42.0,1.0,0.0001,1,0,0,1,0,0,0,1,0
63.65,2,34.0,0,191,6,2,5,1,10,31.82,1,1,63.65,34.0,1.0,0.0,0,0,1,0,0,0,0,0,1
332.21,2,14.0,0,243,1,3,4,0,22,166.1,1,1,332.21,14.0,1.0,0.0,1,0,0,0,0,0,1,0,1
20.85,3,35.0,0,214,13,1,4,0,5,6.95,1,1,20.85,35.0,1.0,0.0,0,1,0,1,0,0,0,0,0
441.56,1,31.0,0,311,18,2,3,0,29,441.56,1,1,441.56,31.0,1.0,0.0003,1,0,0,0,1,0,0,0,1
89.11,4,25.0,1,255,21,3,4,0,15,22.28,1,1,89.11,25.0,1.0,0.0,0,0,0,0,0,0,1,1,0
24.91,4,25.0,0,118,7,3,2,0,13,6.23,1,1,24.91,25.0,1.0,0.0004,0,1,0,0,0,0,0,0,0
15.71,3,24.0,0,310,6,1,5,1,27,5.24,1,1,15.71,24.0,1.0,0.0,0,1,0,0,1,0,0,0,0
52.24,5,41.0,1,301,1,2,3,0,15,10.45,1,1,52.24,41.0,1.0,0.0001,0,1,0,0,0,0,1,0,0
75.91,1,40.0,0,365,11,1,5,1,6,75.91,1,1,75.91,40.0,1.0,0.0001,0,1,0,0,0,0,0,0,1
263.03,3,40.0,0,172,0,1,1,0,23,87.68,1,1,263.03,40.0,1.0,0.0001,0,0,1,0,0,1,0,1,0
29.04,2,36.0,0,211,2,1,6,1,21,14.52,1,1,29.04,36.0,1.0,0.0001,0,0,1,0,0,0,1,0,1
204.61,2,29.0,0,127,5,2,1,0,27,102.3,1,1,204.61,29.0,1.0,0.0001,0,0,1,0,0,0,0,0,0
